小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
右外东庄,2017.08.22 ,303万,60120,315,116,6,88,167,7780,2室1厅1厨1卫,顶层,6,50.4,平层,46,板楼,南,1992,简装,混合结构,集中供暖,一梯三户,70年,无,101101527179,已购公房,2017-04-29,普通住宅,暂无数据,非共有,303,60120,2017-08-22
民岳家园,2017.08.22 ,492万,52688,510,45,3,34,36,3286,2室1厅1厨1卫,中楼层,23,93.38,暂无数据,75.36,塔楼,西南,2007,精装,钢混结构,集中供暖,三梯十户,70年,有,101101792913,商品房,2017-07-09,普通住宅,满两年,非共有,492,52688,2017-08-22
百合园,2017.08.22 ,412万,68428,430,50,2,18,32,1159,2室1厅1厨1卫,低楼层,22,60.21,暂无数据,暂无数据,塔楼,西,1998,简装,钢混结构,集中供暖,两梯十一户,70年,有,101101772436,已购公房,2017-07-03,普通住宅,满五年,非共有,412,68428,2017-08-22
星河城东区,2017.08.22 ,402万,65837,428,50,1,174,158,14486,1室1厅1厨1卫,低楼层,20,61.06,暂无数据,50.19,塔楼,西北,2007,简装,钢混结构,集中供暖,两梯六户,70年,有,101101772337,商品房,2017-07-03,普通住宅,满五年,非共有,402,65837,2017-08-22
张郭庄小区,2017.08.22 ,245万,37985,265,32,0,15,4,108,3室1厅1厨1卫,中楼层,6,64.5,暂无数据,暂无数据,暂无数据,南 北,1984,简装,混合结构,暂无数据,一梯一户,70年,暂无数据,101101842062,已购公房,2017-07-21,普通住宅,满五年,非共有,245,37985,2017-08-22
马家堡西里,2017.08.22 ,240万,52027,268,151,3,17,61,3795,1室1厅1厨1卫,中楼层,12,46.13,暂无数据,31.92,板塔结合,西,1995,简装,钢混结构,集中供暖,一梯十七户,70年,有,101101382328,已购公房,2017-03-24,普通住宅,暂无数据,非共有,240,52027,2017-08-22
跃城,2017.08.21 ,278万,49143,290,23,1,4,20,589,1室1厅1厨1卫,中楼层,20,56.57,暂无数据,46.1,板塔结合,北,2005,精装,钢混结构,自供暖,两梯五户,70年,有,101101881525,商品房,2017-07-30,普通住宅,满两年,共有,278,49143,2017-08-21,162,28638,2014-11-03
芳城园一区,2017.08.21 ,440万,66900,450,41,4,53,0,暂无数据,2室1厅1厨1卫,中楼层,25,65.77,暂无数据,暂无数据,板塔结合,西北,1994,简装,钢混结构,集中供暖,三梯十户,70年,有,101101804982,央产房,2017-07-12,普通住宅,暂无数据,非共有,440,66900,2017-08-21
马家堡路68号院,2017.08.21 ,330万,53922,335,84,3,69,158,7890,2室1厅1厨1卫,顶层,6,61.2,暂无数据,53,板楼,南 北,1990,简装,混合结构,集中供暖,一梯三户,70年,无,101101639823,已购公房,2017-05-30,普通住宅,满五年,非共有,330,53922,2017-08-21
富锦嘉园四区,2017.08.21 ,570万,49540,610,43,1,5,17,1226,3室2厅1厨2卫,中楼层,7,115.06,暂无数据,103.8,板楼,南 北,2004,简装,钢混结构,自供暖,一梯两户,70年,无,101101799182,私产,2017-07-10,普通住宅,满五年,非共有,570,49540,2017-08-21
日月天地,2017.08.21 ,980万,45984,1000,105,2,40,47,5357,3室2厅1厨2卫,低楼层,28,213.12,暂无数据,179.69,板塔结合,东南,2004,简装,钢混结构,集中供暖,三梯七户,70年,有,101101562683,私产,2017-05-08,普通住宅,满五年,非共有,980,45984,2017-08-21
三环新城8号院,2017.08.21 ,300万,59845,325,28,0,36,9,284,1室1厅1厨1卫,高楼层,15,50.13,暂无数据,38.69,塔楼,东南,2006,精装,钢混结构,自供暖,两梯六户,70年,有,101101857477,一类经济适用房,2017-07-25,普通住宅,满五年,非共有,300,59845,2017-08-21
天鸿美域,2017.08.21 ,23万,7964,30,13,0,4,2,562,车位,地下室,0,28.88,暂无数据,11.8,塔楼,南,2006,毛坯,钢混结构,自供暖,暂无数据,70年,暂无数据,101101924604,商品房,2017-08-09,车库,暂无数据,非共有,23,7964,2017-08-21
丰卉家园,2017.08.21 ,275万,48145,285,15,0,12,0,暂无数据,1室1厅1厨1卫,顶层,6,57.12,平层,52.43,板楼,南,2005,精装,钢混结构,集中供暖,一梯三户,70年,无,101101917270,商品房,2017-08-07,普通住宅,满五年,非共有,275,48145,2017-08-21
