小区名,成交时间,成交价格,成交单价,挂牌价格（万）,成交周期（天）,调价（次）,带看（次）,关注（人）,浏览（次）,房屋户型,所在楼层,总共层数,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,供暖方式,梯户比例,产权年限,配备电梯,链家编号,交易权属,挂牌时间,房屋用途,房屋年限,房权所属,成交价格（历史1）,成交单价（历史1）,成交时间（历史1）,成交价格（历史2）,成交单价（历史2）,成交时间（历史2）,成交价格（历史3）,成交单价（历史3）,成交时间（历史3）,成交价格（历史4）,成交单价（历史4）,成交时间（历史4）,成交价格（历史5）,成交单价（历史5）,成交时间（历史5）,成交价格（历史6）,成交单价（历史6）,成交时间（历史6）
韦伯豪家园,2017.08.23 ,1015万,90529,1120,100,1,43,69,8295,2室1厅1厨1卫,低楼层,16,112.12,暂无数据,暂无数据,板塔结合,南 北,2001,简装,钢混结构,集中供暖,一梯四户,70年,有,101101588665,私产,2017-05-16,普通住宅,满五年,非共有,1015,90529,2017-08-23
昌运宫,2017.08.23 ,550万,77139,628,44,0,73,31,2345,3室1厅1厨1卫,高楼层,16,71.3,平层,47.5,塔楼,东北,1984,简装,钢混结构,集中供暖,两梯八户,70年,有,101101801942,央产房,2017-07-11,普通住宅,暂无数据,非共有,550,77139,2017-08-23
丝绸厂宿舍,2017.08.23 ,410万,58993,440,44,0,20,78,3794,3室1厅1厨1卫,中楼层,6,69.5,暂无数据,62.9,板楼,南 北,1986,毛坯,混合结构,集中供暖,一梯两户,70年,无,101101801262,已购公房,2017-07-11,普通住宅,满五年,非共有,410,58993,2017-08-23,暂无价格,其他公司成交,2016-06
科育小区,2017.08.23 ,725万,117371,741,48,2,50,65,3360,2室1厅1厨1卫,底层,4,61.77,暂无数据,42.74,板楼,南 北,1970,其他,混合结构,集中供暖,一梯三户,70年,无,101101785369,央产房,2017-07-07,普通住宅,满五年,非共有,725,117371,2017-08-23
海清园,2017.08.23 ,440万,50546,480,143,5,39,176,7429,2室1厅1厨1卫,中楼层,18,87.05,暂无数据,暂无数据,塔楼,东北,2001,精装,钢混结构,集中供暖,两梯九户,70年,有,101101426780,私产,2017-04-03,普通住宅,满五年,非共有,440,50546,2017-08-23
建材城东一里,2017.08.23 ,428万,54943,435,127,6,17,135,5012,3室1厅1厨1卫,中楼层,7,77.9,暂无数据,59.76,板楼,南 北,1996,精装,混合结构,集中供暖,一梯两户,70年,无,101101489494,已购公房,2017-04-19,普通住宅,暂无数据,非共有,428,54943,2017-08-23
永泰东里,2017.08.23 ,515万,64279,552,53,1,29,44,2455,2室1厅1厨1卫,低楼层,6,80.12,平层,70,板楼,南 北,1999,精装,混合结构,集中供暖,一梯两户,70年,无,101101762554,二类经济适用房,2017-07-01,普通住宅,满两年,非共有,515,64279,2017-08-23
钢铁研究院,2017.08.23 ,410万,91315,425,92,1,4,21,1023,1室1厅1厨1卫,低楼层,16,44.9,平层,44.9,塔楼,南,1991,简装,钢混结构,暂无数据,一梯八户,未知,暂无数据,101101614470,央产房,2017-05-24,普通住宅,满五年,非共有,410,91315,2017-08-23
龙湖颐和原著,2017.08.23 ,9000万,101099,9000,111,0,8,0,8,5室2厅2厨6卫,地下室,2,890.22,暂无数据,暂无数据,暂无数据,南,2010,其他,钢混结构,集中供暖,一梯一户,70年,无,101101548235,商品房,2017-05-05,别墅,暂无数据,暂无数据,9000,101099,2017-08-23
八里庄北里,2017.08.23 ,560万,80925,570,8,0,31,66,2497,3室1厅1厨1卫,底层,6,69.2,暂无数据,49.6,板楼,东 西 北,1992,简装,混合结构,集中供暖,一梯两户,70年,无,101101952124,商品房,2017-08-15,普通住宅,满五年,非共有,560,80925,2017-08-23
望河园,2017.08.23 ,505万,76655,525,79,4,34,98,5918,1室1厅1厨1卫,中楼层,17,65.88,暂无数据,54.48,塔楼,南 西,2000,精装,钢混结构,自供暖,两梯十户,70年,有,101101667217,商品房,2017-06-06,普通住宅,满两年,共有,505,76655,2017-08-23,289,43868,2013-08-16
